Complexity metrics,sábado, 4 dez 2021 22:17:09 GMT
Method,CogC,ev(G),iv(G),v(G)
"org.jabref.model.entry.types.EntryTypeFactory.isExclusiveBiblatex(EntryType)",1,1,2,2
"org.jabref.model.entry.types.EntryTypeFactory.parse(String)",0,1,1,1
"org.jabref.model.entry.types.IEEETranEntryType.IEEETranEntryType(String)",0,1,1,1
"org.jabref.model.entry.types.IEEETranEntryType.fromName(String)",0,1,1,1
"org.jabref.model.entry.types.IEEETranEntryType.getDisplayName()",0,1,1,1
"org.jabref.model.entry.types.IEEETranEntryType.getName()",0,1,1,1
"org.jabref.model.entry.types.IEEETranEntryTypeDefinitions.IEEETranEntryTypeDefinitions()",0,1,1,1
"org.jabref.model.entry.types.StandardEntryType.StandardEntryType(String)",0,1,1,1
"org.jabref.model.entry.types.StandardEntryType.getDisplayName()",0,1,1,1
"org.jabref.model.entry.types.StandardEntryType.getName()",0,1,1,1
"org.jabref.model.entry.types.SystematicLiteratureReviewStudyEntryType.SystematicLiteratureReviewStudyEntryType(String)",0,1,1,1
"org.jabref.model.entry.types.SystematicLiteratureReviewStudyEntryType.fromName(String)",0,1,1,1
"org.jabref.model.entry.types.SystematicLiteratureReviewStudyEntryType.getDisplayName()",0,1,1,1
"org.jabref.model.entry.types.SystematicLiteratureReviewStudyEntryType.getName()",0,1,1,1
"org.jabref.model.entry.types.SystematicLiteratureReviewStudyEntryTypeDefinitions.SystematicLiteratureReviewStudyEntryTypeDefinitions()",0,1,1,1
"org.jabref.model.entry.types.UnknownEntryType.UnknownEntryType(String)",0,1,1,1
"org.jabref.model.entry.types.UnknownEntryType.equals(Object)",3,3,2,4
"org.jabref.model.entry.types.UnknownEntryType.getDisplayName()",0,1,1,1
"org.jabref.model.entry.types.UnknownEntryType.getName()",0,1,1,1
"org.jabref.model.entry.types.UnknownEntryType.hashCode()",0,1,1,1
"org.jabref.model.entry.types.UnknownEntryType.toString()",0,1,1,1
"org.jabref.model.event.TestEventListener.getAddedEntries()",0,1,1,1
"org.jabref.model.event.TestEventListener.getChangedEntry()",0,1,1,1
"org.jabref.model.event.TestEventListener.getFirstInsertedEntry()",0,1,1,1
"org.jabref.model.event.TestEventListener.getRemovedEntries()",0,1,1,1
"org.jabref.model.event.TestEventListener.listen(EntriesAddedEvent)",0,1,1,1
"org.jabref.model.event.TestEventListener.listen(EntriesRemovedEvent)",0,1,1,1
"org.jabref.model.event.TestEventListener.listen(EntryChangedEvent)",0,1,1,1
"org.jabref.model.groups.AbstractGroup.AbstractGroup(String,GroupHierarchyType)",0,1,1,1
"org.jabref.model.groups.AbstractGroup.containsAll(List<BibEntry>)",3,3,2,3
"org.jabref.model.groups.AbstractGroup.containsAny(List<BibEntry>)",3,3,2,3
"org.jabref.model.groups.AbstractGroup.equals(Object)",4,3,4,6
"org.jabref.model.groups.AbstractGroup.getColor()",0,1,1,1
"org.jabref.model.groups.AbstractGroup.getDescription()",0,1,1,1
"org.jabref.model.groups.AbstractGroup.getHierarchicalContext()",0,1,1,1
"org.jabref.model.groups.AbstractGroup.getIconName()",0,1,1,1
"org.jabref.model.groups.AbstractGroup.getName()",0,1,1,1
"org.jabref.model.groups.AbstractGroup.hashCode()",0,1,1,1
"org.jabref.model.groups.AbstractGroup.isExpanded()",0,1,1,1
"org.jabref.model.groups.AbstractGroup.isMatch(BibEntry)",0,1,1,1
"org.jabref.model.groups.AbstractGroup.nameProperty()",0,1,1,1
"org.jabref.model.groups.AbstractGroup.setColor(Color)",0,1,1,1
"org.jabref.model.groups.AbstractGroup.setColor(String)",2,1,2,2
"org.jabref.model.groups.AbstractGroup.setDescription(String)",2,1,2,2
"org.jabref.model.groups.AbstractGroup.setExpanded(boolean)",0,1,1,1
"org.jabref.model.groups.AbstractGroup.setIconName(String)",2,1,2,2
"org.jabref.model.groups.AbstractGroup.toString()",0,1,1,1
"org.jabref.model.groups.AllEntriesGroup.AllEntriesGroup(String)",0,1,1,1
"org.jabref.model.groups.AllEntriesGroup.contains(BibEntry)",0,1,1,1
"org.jabref.model.groups.AllEntriesGroup.deepCopy()",0,1,1,1
"org.jabref.model.groups.AllEntriesGroup.equals(Object)",1,1,2,2
"org.jabref.model.groups.AllEntriesGroup.hashCode()",0,1,1,1
"org.jabref.model.groups.AllEntriesGroup.isDynamic()",0,1,1,1
"org.jabref.model.groups.AutomaticGroup.AutomaticGroup(String,GroupHierarchyType)",0,1,1,1
"org.jabref.model.groups.AutomaticGroup.contains(BibEntry)",0,1,1,1
"org.jabref.model.groups.AutomaticGroup.createSubgroups(ObservableList<BibEntry>)",0,1,1,1
"org.jabref.model.groups.AutomaticGroup.isDynamic()",0,1,1,1
"org.jabref.model.groups.AutomaticKeywordGroup.AutomaticKeywordGroup(String,GroupHierarchyType,Field,Character,Character)",0,1,1,1
"org.jabref.model.groups.AutomaticKeywordGroup.createGroup(Keyword)",0,1,1,1
"org.jabref.model.groups.AutomaticKeywordGroup.createSubgroups(BibEntry)",0,1,1,1
"org.jabref.model.groups.AutomaticKeywordGroup.deepCopy()",0,1,1,1
"org.jabref.model.groups.AutomaticKeywordGroup.equals(Object)",4,3,3,5
"org.jabref.model.groups.AutomaticKeywordGroup.getField()",0,1,1,1
"org.jabref.model.groups.AutomaticKeywordGroup.getKeywordDelimiter()",0,1,1,1
"org.jabref.model.groups.AutomaticKeywordGroup.getKeywordHierarchicalDelimiter()",0,1,1,1
"org.jabref.model.groups.AutomaticKeywordGroup.hashCode()",0,1,1,1
"org.jabref.model.groups.AutomaticKeywordGroupTest.createIncludingKeywordsSubgroup()",0,1,1,1
"org.jabref.model.groups.AutomaticKeywordGroupTest.createSubgroupsForTwoKeywords()",0,1,1,1
"org.jabref.model.groups.AutomaticKeywordGroupTest.createSubgroupsIgnoresEmptyKeyword()",0,1,1,1
"org.jabref.model.groups.AutomaticPersonsGroup.AutomaticPersonsGroup(String,GroupHierarchyType,Field)",0,1,1,1
"org.jabref.model.groups.AutomaticPersonsGroup.createSubgroups(BibEntry)",0,1,1,1
"org.jabref.model.groups.AutomaticPersonsGroup.deepCopy()",0,1,1,1
"org.jabref.model.groups.AutomaticPersonsGroup.equals(Object)",3,3,2,4
"org.jabref.model.groups.AutomaticPersonsGroup.getField()",0,1,1,1
"org.jabref.model.groups.AutomaticPersonsGroup.hashCode()",0,1,1,1
"org.jabref.model.groups.AutomaticPersonsGroupTest.createPersonSubGroupFrom(String...)",0,1,1,1
"org.jabref.model.groups.AutomaticPersonsGroupTest.createSubgroupFromLatex()",0,1,1,1
"org.jabref.model.groups.AutomaticPersonsGroupTest.createSubgroupFromUnicode()",0,1,1,1
"org.jabref.model.groups.AutomaticPersonsGroupTest.createSubgroupsContainingSpaceSeparatedNames()",0,1,1,1
"org.jabref.model.groups.AutomaticPersonsGroupTest.createSubgroupsFromCommaSeparatedLastNames()",0,1,1,1
"org.jabref.model.groups.ExplicitGroup.ExplicitGroup(String,GroupHierarchyType,Character)",0,1,1,1
"org.jabref.model.groups.ExplicitGroup.addLegacyEntryKey(String)",0,1,1,1
"org.jabref.model.groups.ExplicitGroup.clearLegacyEntryKeys()",0,1,1,1
"org.jabref.model.groups.ExplicitGroup.deepCopy()",0,1,1,1
"org.jabref.model.groups.ExplicitGroup.equals(Object)",3,3,7,9
"org.jabref.model.groups.ExplicitGroup.getLegacyEntryKeys()",0,1,1,1
"org.jabref.model.groups.ExplicitGroup.hashCode()",0,1,1,1
"org.jabref.model.groups.ExplicitGroup.isDynamic()",0,1,1,1
"org.jabref.model.groups.ExplicitGroupTest.addDuplicateGroupDoesNotChangeGroupsField()",0,1,1,1
"org.jabref.model.groups.ExplicitGroupTest.addSingleGroupToEmptyBibEntryChangesGroupsField()",0,1,1,1
"org.jabref.model.groups.ExplicitGroupTest.addSingleGroupToNonemptyBibEntryAppendsToGroupsField()",0,1,1,1
"org.jabref.model.groups.ExplicitGroupTest.addTwoGroupsToBibEntryChangesGroupsField()",0,1,1,1
"org.jabref.model.groups.ExplicitGroupTest.containsMatchesPhraseWithBrackets()",0,1,1,1
"org.jabref.model.groups.ExplicitGroupTest.containsOnlyMatchesCompletePhraseWithSlash()",0,1,1,1
"org.jabref.model.groups.ExplicitGroupTest.containsOnlyMatchesCompletePhraseWithWhitespace()",0,1,1,1
"org.jabref.model.groups.ExplicitGroupTest.removeDoesNotChangeFieldIfContainsNameAsPart()",0,1,1,1
"org.jabref.model.groups.ExplicitGroupTest.removeDoesNotChangeFieldIfContainsNameAsWord()",0,1,1,1
"org.jabref.model.groups.ExplicitGroupTest.setUp()",0,1,1,1
"org.jabref.model.groups.GroupEntryChanger.add(BibEntry)",0,1,1,1
"org.jabref.model.groups.GroupEntryChanger.remove(BibEntry)",0,1,1,1
"org.jabref.model.groups.GroupHierarchyType.getByNumberOrDefault(int)",3,2,1,3
"org.jabref.model.groups.GroupTreeNode.GroupTreeNode(AbstractGroup)",0,1,1,1
"org.jabref.model.groups.GroupTreeNode.addEntriesToGroup(Collection<BibEntry>)",2,2,2,2
"org.jabref.model.groups.GroupTreeNode.addSubgroup(AbstractGroup)",0,1,1,1
"org.jabref.model.groups.GroupTreeNode.copyNode()",0,1,1,1
"org.jabref.model.groups.GroupTreeNode.equals(Object)",4,3,3,5
"org.jabref.model.groups.GroupTreeNode.findMatches(BibDatabase)",0,1,1,1
"org.jabref.model.groups.GroupTreeNode.findMatches(List<BibEntry>)",0,1,1,1
"org.jabref.model.groups.GroupTreeNode.fromGroup(AbstractGroup)",0,1,1,1
"org.jabref.model.groups.GroupTreeNode.getChildByPath(String)",4,3,3,3
"org.jabref.model.groups.GroupTreeNode.getContainingGroups(List<BibEntry>,boolean)",7,1,5,5
"org.jabref.model.groups.GroupTreeNode.getEntriesInGroup(List<BibEntry>)",3,1,3,3
"org.jabref.model.groups.GroupTreeNode.getGroup()",0,1,1,1
"org.jabref.model.groups.GroupTreeNode.getMatchingGroups(BibEntry)",0,1,1,1
"org.jabref.model.groups.GroupTreeNode.getMatchingGroups(List<BibEntry>)",4,3,4,4
"org.jabref.model.groups.GroupTreeNode.getName()",0,1,1,1
"org.jabref.model.groups.GroupTreeNode.getPath()",0,1,1,1
"org.jabref.model.groups.GroupTreeNode.getSearchMatcher()",0,1,1,1
"org.jabref.model.groups.GroupTreeNode.getSearchMatcher(GroupHierarchyType)",8,2,6,9
"org.jabref.model.groups.GroupTreeNode.hashCode()",0,1,1,1
"org.jabref.model.groups.GroupTreeNode.isSameGroupAs(GroupTreeNode)",0,1,1,1
"org.jabref.model.groups.GroupTreeNode.matches(BibEntry)",0,1,1,1
"org.jabref.model.groups.GroupTreeNode.removeEntriesFromGroup(List<BibEntry>)",2,2,2,2
"org.jabref.model.groups.GroupTreeNode.setGroup(AbstractGroup)",0,1,1,1
"org.jabref.model.groups.GroupTreeNode.setGroup(AbstractGroup,boolean,boolean,List<BibEntry>)",8,1,4,7
"org.jabref.model.groups.GroupTreeNode.toString()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.addEntriesToGroupWorksNotForGroupsNotSupportingExplicitAddingOfEntries()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.findMatchesMultipleEntries()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.findMatchesOneEntry()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.findMatchesReturnsEmptyForEmptyList()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.findMatchesWorksForHierarchyOfIndependentGroups()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.findMatchesWorksForRefiningGroups()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.getChildByPathDoesNotFindChildWhenInvalidPath()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.getChildByPathFindsCorrectChildInSecondLevel()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.getExplict(String)",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.getKeywordGroup(String)",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.getNodeInComplexTree(GroupTreeNode)",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.getNodeInSimpleTree()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.getNodeInSimpleTree(GroupTreeNode)",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.getPathSimpleTree()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.getRoot()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.getSearchGroup(String)",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.getSearchRuleForIncludingGroupReturnsGroupOrSubgroupAsMatcher()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.getSearchRuleForIndependentGroupReturnsGroupAsMatcher()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.getSearchRuleForRefiningGroupReturnsParentAndGroupAsMatcher()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.onlyRootAndChildNodeContainAtLeastOneEntry()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.onlySubgroupsContainAllEntries()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.removeEntriesFromGroupWorksNotForGroupsNotSupportingExplicitRemovalOfEntries()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.setGroupAddsOnlyPreviousAssignments()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.setGroupAddsPreviousAssignmentsExplicitToExplicit()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.setGroupChangesUnderlyingGroup()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.setGroupExplicitToExplicitIsRenameAndSoRemovesPreviousAssignment()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.setGroupExplicitToSearchDoesNotKeepPreviousAssignments()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.setGroupWithFalseDoesNotAddsPreviousAssignments()",0,1,1,1
"org.jabref.model.groups.GroupTreeNodeTest.setUp()",0,1,1,1
"org.jabref.model.groups.KeywordGroup.KeywordGroup(String,GroupHierarchyType,Field,String,boolean)",0,1,1,1
"org.jabref.model.groups.KeywordGroup.equals(Object)",5,4,4,7
"org.jabref.model.groups.KeywordGroup.getSearchExpression()",0,1,1,1
"org.jabref.model.groups.KeywordGroup.getSearchField()",0,1,1,1
"org.jabref.model.groups.KeywordGroup.hashCode()",0,1,1,1
"org.jabref.model.groups.KeywordGroup.isCaseSensitive()",0,1,1,1
"org.jabref.model.groups.KeywordGroup.isDynamic()",0,1,1,1
"org.jabref.model.groups.LastNameGroup.LastNameGroup(String,GroupHierarchyType,Field,String)",0,1,1,1
"org.jabref.model.groups.LastNameGroup.contains(BibEntry)",0,1,1,1
"org.jabref.model.groups.LastNameGroup.deepCopy()",0,1,1,1
"org.jabref.model.groups.LastNameGroup.getAsLastNamesLatexFree(Field,BibEntry)",0,1,1,1
"org.jabref.model.groups.RegexKeywordGroup.RegexKeywordGroup(String,GroupHierarchyType,Field,String,boolean)",0,1,1,1
"org.jabref.model.groups.RegexKeywordGroup.compilePattern(String,boolean)",1,1,2,2
"org.jabref.model.groups.RegexKeywordGroup.contains(BibEntry)",0,1,1,1
"org.jabref.model.groups.RegexKeywordGroup.deepCopy()",0,1,1,1
"org.jabref.model.groups.RegexKeywordGroup.equals(Object)",3,3,5,7
"org.jabref.model.groups.RegexKeywordGroup.hashCode()",0,1,1,1
"org.jabref.model.groups.SearchGroup.SearchGroup(String,GroupHierarchyType,String,EnumSet<SearchFlags>)",0,1,1,1
"org.jabref.model.groups.SearchGroup.contains(BibEntry)",0,1,1,1
"org.jabref.model.groups.SearchGroup.deepCopy()",1,1,2,2
"org.jabref.model.groups.SearchGroup.equals(Object)",3,3,4,6
"org.jabref.model.groups.SearchGroup.getSearchExpression()",0,1,1,1
"org.jabref.model.groups.SearchGroup.getSearchFlags()",0,1,1,1
"org.jabref.model.groups.SearchGroup.hashCode()",0,1,1,1
"org.jabref.model.groups.SearchGroup.isDynamic()",0,1,1,1
"org.jabref.model.groups.SearchGroup.toString()",0,1,1,1
"org.jabref.model.groups.SearchGroupTest.containsDoesNotFindsWordWithInvalidRegularExpression()",0,1,1,1
"org.jabref.model.groups.SearchGroupTest.containsFindsWordWithRegularExpression()",0,1,1,1
"org.jabref.model.groups.SearchGroupTest.notQueryWorksWithLRightPartOfQuery()",0,1,1,1
"org.jabref.model.groups.SearchGroupTest.notQueryWorksWithLeftPartOfQuery()",0,1,1,1
"org.jabref.model.groups.TexGroup.TexGroup(String,GroupHierarchyType,Path,AuxParser,FileUpdateMonitor,MetaData)",0,1,1,1
"org.jabref.model.groups.TexGroup.TexGroup(String,GroupHierarchyType,Path,AuxParser,FileUpdateMonitor,MetaData,String)",0,1,1,1
"org.jabref.model.groups.TexGroup.contains(BibEntry)",1,1,2,2
"org.jabref.model.groups.TexGroup.create(String,GroupHierarchyType,Path,AuxParser,FileUpdateMonitor,MetaData)",0,1,1,1
"org.jabref.model.groups.TexGroup.createWithoutFileMonitoring(String,GroupHierarchyType,Path,AuxParser,FileUpdateMonitor,MetaData)",0,1,1,1
"org.jabref.model.groups.TexGroup.deepCopy()",1,1,2,2
"org.jabref.model.groups.TexGroup.equals(Object)",4,4,2,5
"org.jabref.model.groups.TexGroup.expandPath(Path)",0,1,1,1
"org.jabref.model.groups.TexGroup.fileUpdated()",0,1,1,1
"org.jabref.model.groups.TexGroup.getFileDirectoriesAsPaths()",0,1,1,1
"org.jabref.model.groups.TexGroup.getFilePath()",0,1,1,1
"org.jabref.model.groups.TexGroup.getFilePathResolved()",0,1,1,1
"org.jabref.model.groups.TexGroup.hashCode()",0,1,1,1
"org.jabref.model.groups.TexGroup.isDynamic()",0,1,1,1
"org.jabref.model.groups.TexGroup.relativize(Path)",0,1,1,1
"org.jabref.model.groups.TexGroup.toString()",0,1,1,1
"org.jabref.model.groups.TexGroupTest.containsReturnsTrueForEntryInAux()",0,1,1,1
"org.jabref.model.groups.TexGroupTest.containsReturnsTrueForEntryNotInAux()",0,1,1,1
"org.jabref.model.groups.TexGroupTest.getFilePathReturnsRelativePath()",0,1,1,1
"org.jabref.model.groups.TexGroupTest.setUp()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroup.KeywordListSearchStrategy.KeywordListSearchStrategy()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroup.KeywordListSearchStrategy.contains(BibEntry)",0,1,1,1
"org.jabref.model.groups.WordKeywordGroup.StringSearchStrategy.StringSearchStrategy()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroup.StringSearchStrategy.contains(BibEntry)",2,2,2,2
"org.jabref.model.groups.WordKeywordGroup.TypeSearchStrategy.TypeSearchStrategy()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroup.TypeSearchStrategy.contains(BibEntry)",0,1,1,1
"org.jabref.model.groups.WordKeywordGroup.WordKeywordGroup(String,GroupHierarchyType,Field,String,boolean,Character,boolean)",5,1,2,3
"org.jabref.model.groups.WordKeywordGroup.add(Collection<BibEntry>)",3,1,3,3
"org.jabref.model.groups.WordKeywordGroup.contains(BibEntry)",0,1,1,1
"org.jabref.model.groups.WordKeywordGroup.containsCaseInsensitive(Set<String>,Collection<String>)",3,3,2,3
"org.jabref.model.groups.WordKeywordGroup.containsCaseInsensitive(Set<String>,String)",3,3,2,3
"org.jabref.model.groups.WordKeywordGroup.deepCopy()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroup.equals(Object)",3,3,7,9
"org.jabref.model.groups.WordKeywordGroup.hashCode()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroup.remove(List<BibEntry>)",3,1,3,3
"org.jabref.model.groups.WordKeywordGroupTest.addChangesFieldIfEmptyBefore()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroupTest.addChangesFieldIfNotEmptyBefore()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroupTest.addDoesNotAddDuplicate()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroupTest.containsDoesNotFindWordIfCaseDiffers()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroupTest.containsDoesNotFindsWordInSentenceIfCaseDiffers()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroupTest.containsFindsComplexWordInSentence()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroupTest.containsFindsSameComplexWord()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroupTest.containsFindsSameWord()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroupTest.containsFindsWordInCommaSeparatedList()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroupTest.containsFindsWordInSemicolonSeparatedList()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroupTest.containsFindsWordInSentence()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroupTest.removeDoesNothingIfEntryNotMatched()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroupTest.removeRemovesNameFromField()",0,1,1,1
"org.jabref.model.groups.WordKeywordGroupTest.setUp()",0,1,1,1
"org.jabref.model.groups.event.GroupUpdatedEvent.GroupUpdatedEvent(MetaData)",0,1,1,1
"org.jabref.model.groups.event.GroupUpdatedEvent.getMetaData()",0,1,1,1
"org.jabref.model.metadata.ContentSelector.ContentSelector(Field,List<String>)",0,1,1,1
"org.jabref.model.metadata.ContentSelector.ContentSelector(Field,String...)",0,1,1,1
"org.jabref.model.metadata.ContentSelector.equals(Object)",4,3,3,5
"org.jabref.model.metadata.ContentSelector.getField()",0,1,1,1
"org.jabref.model.metadata.ContentSelector.getValues()",0,1,1,1
"org.jabref.model.metadata.ContentSelector.hashCode()",0,1,1,1
"org.jabref.model.metadata.ContentSelectors.ContentSelectors()",0,1,1,1
"org.jabref.model.metadata.ContentSelectors.addContentSelector(ContentSelector)",0,1,1,1
"org.jabref.model.metadata.ContentSelectors.equals(Object)",3,3,2,4
"org.jabref.model.metadata.ContentSelectors.getContentSelectors()",0,1,1,1
"org.jabref.model.metadata.ContentSelectors.getFieldsWithSelectors()",1,1,2,2
"org.jabref.model.metadata.ContentSelectors.getSelectorValuesForField(Field)",3,3,3,3
